Source_id,RA,E_RA,E_RA_tot,DEC,E_DEC,E_DEC_tot,Peak_flux,E_Peak_flux,E_Peak_flux_tot,Total_flux,E_Total_flux,E_Total_flux_tot,Resolved,Isl_rms,S_Code,Mosaic_ID
ILTJ134956.7+544857.0,207.486350605799,0.0921703192308203,1.70249680403433,54.8158278450124,0.0703689250334134,1.70145578420668,91.6474126087283,0.611990399170503,18.3396963378257,117.951262177437,0.980534664670903,23.6106217241021,U,0.583819404710084,S,P209+55
ILTJ134926.4+555144.3,207.360205517089,0.073670254566444,1.70159551786195,55.8623085842517,0.0674086915307477,1.70133592558727,100.431707037695,0.616079404316369,20.0957872444113,116.880727265402,1.01645509101593,23.3982340614761,U,0.596255820710212,S,P209+55
ILTJ133423.1+535540.0,203.59612261648,0.0851915083151484,1.70213324774796,53.9277702540612,0.104089242632299,1.70318365728179,84.9276146218299,0.625912473364636,16.997051374826,113.599160454205,0.99518207929621,22.7416173041181,U,0.597776263020933,S,P205+55
ILTJ132805.8+544013.4,202.024096742374,0.0921282535055609,1.70249452718474,54.6703896309608,0.097173276704413,1.70277498387352,105.547747894283,0.906562909364344,21.1290070692127,113.512746185225,1.53332154518036,22.7542702985916,U,0.891305273398757,S,P200+55
ILTJ134117.6+540611.2,205.323541552085,0.100515435004423,1.70296898171227,54.103099884358,0.124800960739255,1.70457480909505,77.8694099011125,0.667765250415884,15.5881913756395,113.397151100563,1.03252739505866,22.7029220130472,U,0.628426671028137,S,P205+55
ILTJ133423.0+550551.6,203.595647203892,0.241825731041697,1.71711376565266,55.0976627403493,0.258467392748581,1.71953638900555,107.535384263238,2.46518326946663,21.6478978955867,113.102737181461,4.20081989030551,23.0073043633609,U,2.43657873943448,S,P205+55
ILTJ134417.3+554904.3,206.072067387077,0.0849640562984333,1.70212187896833,55.8178683331021,0.106320954670069,1.70332150382773,91.5900860938246,0.74717336305916,18.3332491081486,109.78094924422,1.2230801172166,21.9902295952455,U,0.72061485843733,S,P205+55
ILTJ133840.3+553758.6,204.667848433111,0.11323871204028,1.70376729804998,55.6329447702144,0.132416049542199,1.70514926331285,78.957197919019,0.742402101136331,15.8088812067362,109.709041262051,1.16620168432866,21.9727780618215,U,0.704847392626107,S,P205+55
ILTJ132801.5+554213.6,202.00642231927,0.057736655697414,1.7009801649082,55.7037829600048,0.0608621507675602,1.70108912212031,97.4959520029941,0.520836570381564,19.5061451089612,106.189851658993,0.877396035417072,21.2560863664346,U,0.510710116941482,S,P200+55
ILTJ133212.3+543659.3,203.051128674933,0.141757913722421,1.70590014540797,54.6164686761706,0.125712399865939,1.704641782745,78.7928914164098,0.840698706955181,15.7809874160713,105.811791260261,1.3298501143437,21.2041012097853,U,0.797209271695465,S,P205+55
